ANNO,CODICE ATS RESIDENZA,DESCRIZIONE ATS RESIDENZA,COORDINATA GEOGRAFICA X,COORDINATA GEOGRAFICA Y,POSIZIONE ATS,CODICE_ACC_DI_DIAGNOSI,DESCRIZIONE ACC DI DIAGNOSI,TASSO RICOVERI STESSA ATS,TASSO RICOVERI ALTRA ATS
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),169,ENDOMETRIOSI,0.04,0.05
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),163,SINTOMI E CONDIZIONI MAL DEFINITE RELATIVI ALL'APPARATO GENITOURINARIO,0.00,0.43
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),131,"INSUFFICIENZA RESPIRATORIA, ARRESTO RESPIRATORIO (ADULTI)",1.57,0.25
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),114,ATEROSCLEROSI DELLE ARTERIE PERIFERICHE E VISCERALI,0.52,0.10
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),87,"DISTACCO E ROTTURE DELLA RETINA, OCCLUSIONE VASCOLARE E RETINOPATIA",0.00,0.64
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),97,"PERI-, ENDO- E MIOCARDITI, CARDIOMIOPATIE (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE)",0.00,0.56
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),179,COMPLICAZIONI SUCCESSIVE AD ABORTO,0.00,0.04
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),254,"CURE RIABILITATIVE, COLLOCAZIONE DI PROTESI E SISTEMAZIONE DI DISPOSITIVI",0.00,0.18
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),22,MELANOMA MALIGNO DELLA CUTE,0.00,0.25
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),226,FRATTURA DEL COLLO DEL FEMORE,0.00,2.14
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),188,"SPROPORZIONE FETOPELVICA, OSTACOLO",0.10,0.00
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),8,"ALTRE INFEZIONI, INCLUSE LE PARASSITARIE",0.06,0.02
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),2,SETTICEMIA (ESCLUSO IN TRAVAGLIO),0.00,1.23
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),662,SUICIDIO E LESIONI INTENZIONALI AUTO-INFLITTE,0.00,0.00
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),57,MALATTIE DEL SISTEMA IMMUNITARIO,0.00,0.01
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),197,INFEZIONI DELLA CUTE E DEL TESSUTO SOTTOCUTANEO,0.43,0.17
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),234,SCHIACCIAMENTO O TRAUMATISMO INTERNO,0.23,0.04
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),151,ALTRE MALATTIE EPATICHE,0.00,0.56
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),166,ALTRE PATOLOGIE DEGLI ORGANI GENITALI MASCHILI,0.27,0.13
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),28,TUMORI MALIGNI DI ALTRI ORGANI GENITALI FEMMINILI,0.00,0.06
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),654,DISTURBI DELLO SVILUPPO,0.00,0.14
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),30,TUMORI MALIGNI DEL TESTICOLO,0.03,0.03
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),661,DISTURBI MENTALI DOVUTI AD ABUSO DI DROGHE,0.08,0.03
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),147,MALATTIE DEL RETTO E DELL'ANO,0.50,0.07
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),176,MISURE CONTRACCETTIVE E PROCREATIVE,0.00,0.06
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),259,"CODICI RESIDUI, NON CLASSIFICATI",0.99,0.34
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),656,DISTURBI DEL CONTROLLO DEGLI IMPULSI NON CLASSIFICATI ALTROVE,0.00,0.00
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),116,EMBOLIA O TROMBOSI DELL'AORTA E DELLE ARTERIE PERIFERICHE,0.00,0.13
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),80,SCLEROSI MULTIPLA,0.00,0.09
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),162,ALTRE MALATTIE DELLA VESCICA E DELL'URETRA,0.00,0.42
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),16,TUMORI MALIGNI DEL FEGATO E DEI DOTTI BILIARI INTRAEPATICI,0.00,0.50
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),78,ALTRE INFEZIONI DEL SISTEMA NERVOSO CENTRALE E POLIOMELITE,0.00,0.03
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),224,ALTRE CONDIZIONI PERINATALI,0.20,0.08
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),153,EMORRAGIA GASTROINTESTINALE,0.00,0.34
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),253,REAZIONI ALLERGICHE,0.07,0.11
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),129,POLMONITE DA ASPIRAZIONE DI CIBO O VOMITO,0.00,0.10
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),115,"ANEURISMI AORTICI, DELLE ARTERIE PERIFERICHE E VISCERALI",0.00,0.39
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),145,OCCLUSIONE INTESTINALE SENZA MENZIONE DI ERNIA,0.79,0.05
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),48,DISORDINI DELLA GHIANDOLA TIROIDEA,0.00,0.36
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),654,DISTURBI DELLO SVILUPPO,0.09,0.04
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),144,ENTERITE REGIONALE E COLITE ULCEROSA,0.00,0.19
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),201,ARTROPATIA E OSTEOMIELITE DA AGENTI INFETTIVI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.11,0.01
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),153,EMORRAGIA GASTROINTESTINALE,0.00,0.44
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),99,IPERTENSIONE CON COMPLICAZIONI E IPERTENSIONE SECONDARIA,0.00,0.20
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),103,MALATTIA CARDIOPOLMONARE,0.62,0.10
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),26,TUMORI MALIGNI DELLA CERVICE UTERINA,0.17,0.01
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),63,MALATTIE DEI GLOBULI BIANCHI,0.22,0.02
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),137,"MALATTIE DELLA BOCCA, ESCLUSE LE DENTALI",0.00,0.20
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),105,DISTURBI DELLA CONDUZIONE,0.00,0.88
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),117,ALTRE MALATTIE CIRCOLATORIE,0.28,0.17
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),193,TRAUMA DEL PERINEO E DELLA VULVA NEL CORSO DEL PARTO,0.00,0.34
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),108,"INSUFFICIENZA CARDIACA CONGESTIZIA, NON DA IPERTENSIONE",3.55,0.26
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),140,GASTRITE E DUODENITE,0.22,0.02
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),54,GOTTA E ALTRE ARTROPATIE DA MICROCRISTALLI,0.00,0.02
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),78,ALTRE INFEZIONI DEL SISTEMA NERVOSO CENTRALE E POLIOMELITE,0.02,0.00
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),124,TONSILLITE ACUTA E CRONICA,1.52,0.03
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),124,TONSILLITE ACUTA E CRONICA,0.00,1.29
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),93,SINDROMI VERTIGINOSE ED ALTRI DISTURBI DEL SISTEMA VESTIBOLARE,0.08,0.04
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),49,DIABETE MELLITO SENZA MENZIONE DI COMPLICANZE,0.04,0.02
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),10,VACCINAZIONI ED ESAMI PER L'INDIVIDUAZIONE DI MALATTIE INFETTIVE,0.01,0.00
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),62,DIFETTI DELLA COAGULAZIONE E CONDIZIONI EMORRAGICHE,0.08,0.03
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),239,"TRAUMATISMI SUPERFICIALI, CONTUSIONI",0.25,0.02
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),143,ERNIA ADDOMINALE,0.00,3.36
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),233,TRAUMATISMO INTRACRANICO,0.52,0.03
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),219,"PREMATURITA', IMMATURITA', BASSO PESO ALLA NASCITA E RITARDO DELLA CRESCITA FETALE",0.00,0.51
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),195,ALTRE COMPLICANZE DEL PARTO E DEL PUERPERIO CHE COMPORTANO UN TRATTAMENTO DELLA MADRE,0.72,0.16
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),128,ASMA,0.00,0.32
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),229,FRATTURE DEGLI ARTI SUPERIORI,0.00,1.53
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),17,TUMORI MALIGNI DEL PANCREAS,0.00,0.23
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),173,PATOLOGIE MENOPAUSALI,0.00,0.02
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),171,DISORDINI MESTRUALI,0.06,0.03
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),144,ENTERITE REGIONALE E COLITE ULCEROSA,0.00,0.20
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),32,TUMORI MALIGNI DELLA VESCICA,0.85,0.16
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),156,"NEFRITE, SINDROME NEFROSICA E SCLEROSI RENALE",0.00,0.14
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),20,ALTRI TUMORI MALIGNI DELL'APPARATO RESPIRATORIO E DEGLI ORGANI INTRATORACICI,0.02,0.01
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),11,TUMORI MALIGNI DI TESTA E COLLO,0.00,0.33
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),656,DISTURBI DEL CONTROLLO DEGLI IMPULSI NON CLASSIFICATI ALTROVE,0.00,0.01
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),32,TUMORI MALIGNI DELLA VESCICA,0.00,1.42
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),210,LUPUS ERITEMATOSO SISTEMICO E MALATTIE DEL TESSUTO CONNETTIVO,0.00,0.05
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),82,PARALISI,0.49,0.09
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),651,"ANSIA, DISTURBI SOMATOFORMI, DISSOCIATIVI E DELLA PERSONALITA'",0.00,0.07
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),118,"FLEBITE, TROMBOFLEBITE E TROMBOEMBOLIA",0.11,0.02
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),243,AVVELENAMENTO DA SOSTANZE NON MEDICAMENTOSE,0.00,0.05
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),132,MALATTIE DEL POLMONE DA AGENTI ESTERNI,0.00,0.02
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),83,EPILESSIA E CONVULSIONI,0.00,0.79
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),224,ALTRE CONDIZIONI PERINATALI,0.61,0.02
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),221,SINDROME DA DISTRESS RESPIRATORIO NEONATALE,0.01,0.00
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),153,EMORRAGIA GASTROINTESTINALE,0.35,0.06
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),654,DISTURBI DELLO SVILUPPO,0.03,0.01
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),212,ALTRE MALATTIE DELLE OSSA E DEFORMAZIONI MUSCOLOSCHELETRICHE,0.00,0.26
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),15,TUMORI MALIGNI DEL RETTO E DELL'ANO,0.20,0.05
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),36,TUMORI MALIGNI DELLA GHIANDOLA TIROIDE,0.10,0.05
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),138,DISTURBI DELL'ESOFAGO,0.00,0.25
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),660,DISTURBI MENTALI DOVUTI AD ABUSO DI ALCOOL,0.00,0.71
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),99,IPERTENSIONE CON COMPLICAZIONI E IPERTENSIONE SECONDARIA,0.00,0.18
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),259,"CODICI RESIDUI, NON CLASSIFICATI",0.00,0.88
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),122,POLMONITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.00,2.58
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),48,DISORDINI DELLA GHIANDOLA TIROIDEA,0.33,0.07
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),200,ALTRI DISTURBI CUTANEI,0.18,0.09
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),255,ACCESSO PER MOTIVI AMMINISTRATIVI/SOCIALI,0.06,0.00
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),239,"TRAUMATISMI SUPERFICIALI, CONTUSIONI",0.30,0.00
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),20,ALTRI TUMORI MALIGNI DELL'APPARATO RESPIRATORIO E DEGLI ORGANI INTRATORACICI,0.00,0.06
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),25,TUMORI MALIGNI DELL'UTERO,0.11,0.03
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),186,"DIABETE O ALTERATA TOLLERANZA AL GLUCOSIO COMPLICANTE LA GRAVIDANZA, IL PARTO E IL PUERPERIO",0.00,0.18
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),240,USTIONI,0.00,0.06
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),670,ALTRI DISTURBI,0.11,0.03
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),108,"INSUFFICIENZA CARDIACA CONGESTIZIA, NON DA IPERTENSIONE",0.00,2.57
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),227,TRAUMATISMO DEL MIDOLLO SPINALE,0.04,0.01
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),222,ITTERO EMOLITICO E ITTERO PERINATALE,0.03,0.01
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),202,ARTRITE REUMATOIDE E ALTRE MALATTIE CORRELATE,0.00,0.06
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),94,ALTRI DISTURBI DELL'ORECCHIO E DELL'UDITO,0.19,0.02
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),152,DISTURBI DEL PANCREAS (ESCLUSO DIABETE),0.00,0.44
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),177,ABORTO SPONTANEO,0.11,0.01
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),159,INFEZIONI DELLE VIE URINARIE,0.98,0.10
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),127,MALATTIE POLMONARI CRONICHE OSTRUTTIVE E BRONCHIECTASIE,0.00,1.23
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),1,TUBERCOLOSI,0.00,0.08
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),102,DOLORE TORACICO NON SPECIFICO,0.28,0.06
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),46,TUMORI BENIGNI DELL'UTERO,0.59,0.07
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),145,OCCLUSIONE INTESTINALE SENZA MENZIONE DI ERNIA,0.00,0.68
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),30,TUMORI MALIGNI DEL TESTICOLO,0.00,0.06
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),155,ALTRI DISTURBI GASTROINTESTINALI,0.59,0.03
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),52,DEFICIENZE NUTRIZIONALI,0.26,0.04
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),58,"ALTRI DISORDINI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,0.45
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),227,TRAUMATISMO DEL MIDOLLO SPINALE,0.00,0.03
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),35,TUMORI MALIGNI DELL'ENCEFALO E DEL SISTEMA NERVOSO,0.00,0.13
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),193,TRAUMA DEL PERINEO E DELLA VULVA NEL CORSO DEL PARTO,1.11,0.10
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),94,ALTRI DISTURBI DELL'ORECCHIO E DELL'UDITO,0.23,0.01
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),147,MALATTIE DEL RETTO E DELL'ANO,0.00,0.72
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),106,ARITMIE CARDIACHE,1.47,0.33
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),101,ATEROSCLEROSI CORONARICA E ALTRE MALATTIE ISCHEMICHE CARDIACHE,0.00,2.32
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),51,ALTRI DISORDINI ENDOCRINI,0.00,0.16
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),187,POSIZIONE O PRESENTAZIONE ANOMALE DEL FETO,0.32,0.06
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),112,ISCHEMIA CEREBRALE TRANSITORIA,0.00,0.46
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),53,DISORDINI DEL METABOLISMO DEI LIPIDI,0.00,0.00
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),24,TUMORI MALIGNI DELLA MAMMELLA,0.98,0.34
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),659,SCHIZOFRENIA E DISTURBI CORRELATI,0.59,0.06
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),220,IPOSSIA INTRAUTERINA E ASFISSIA ALLA NASCITA,0.01,0.01
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),187,POSIZIONE O PRESENTAZIONE ANOMALE DEL FETO,0.00,0.44
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),153,EMORRAGIA GASTROINTESTINALE,0.00,0.30
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),253,REAZIONI ALLERGICHE,0.14,0.04
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),233,TRAUMATISMO INTRACRANICO,0.42,0.07
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),6,EPATITE,0.00,0.12
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),192,COMPLICAZIONI DEL CORDONE OMBELICALE,0.01,0.00
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),44,TUMORI DI NATURA NON SPECIFICATA O COMPORTAMENTO INCERTO,0.44,0.10
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),11,TUMORI MALIGNI DI TESTA E COLLO,0.00,0.45
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),202,ARTRITE REUMATOIDE E ALTRE MALATTIE CORRELATE,0.02,0.01
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),122,POLMONITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.00,2.24
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),254,"CURE RIABILITATIVE, COLLOCAZIONE DI PROTESI E SISTEMAZIONE DI DISPOSITIVI",0.26,0.10
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),161,ALTRE MALATTIE DEL RENE E DEGLI URETERI,0.00,0.42
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),258,ALTRE RICERCHE PER CONDIZIONI MORBOSE SOSPETTE (ESCLUSI I DISTURBI MENTALI O LE MALATTIE INFETTIVE),0.02,0.05
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),236,FERITE APERTE DEGLI ARTI,0.00,0.29
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),175,ALTRE PATOLOGIE DEGLI ORGANI GENITALI FEMMINILI,0.99,0.36
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),114,ATEROSCLEROSI DELLE ARTERIE PERIFERICHE E VISCERALI,0.00,1.04
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),234,SCHIACCIAMENTO O TRAUMATISMO INTERNO,0.21,0.02
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),143,ERNIA ADDOMINALE,0.00,3.65
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),657,DISTURBI DELL'UMORE,0.00,0.79
